,hour,minute,second,time-hr-min-sec,date,tvoc_ppb,temp_c,rh_percent,light_lux,co2eq_ppm,dist_mm,co2eq_base,tvoc_base,abs_humid,home,sensor,Will,Maggie,Kurt,Sade,number,occupied
2019-03-18 00:00:00,00,00,00,00:00:00,2019-03-18,0,,,0.0,908,0,35186,35583,,H1,BS2,1,1,1,1,4,1
2019-03-18 00:00:10,00,00,10,00:00:10,2019-03-18,0,26.200000762939453,20.899999618530273,0.0,885,0,35186,35583,5.147229258136448,H1,BS2,1,1,1,1,4,1
2019-03-18 00:00:20,00,00,20,00:00:20,2019-03-18,0,26.200000762939453,21.0,0.0,911,0,35186,35584,5.171857243721166,H1,BS2,1,1,1,1,4,1
2019-03-18 00:00:30,00,00,30,00:00:30,2019-03-18,0,26.200000762939453,21.0,0.0,897,0,35186,35584,5.171857243721166,H1,BS2,1,1,1,1,4,1
2019-03-18 00:00:40,00,00,40,00:00:40,2019-03-18,0,26.100000381469727,20.899999618530273,0.0,904,0,35186,35585,5.118570507356902,H1,BS2,1,1,1,1,4,1
2019-03-18 00:00:50,00,00,50,00:00:50,2019-03-18,0,26.100000381469727,21.0,0.0,903,0,35186,35585,5.1430613692065625,H1,BS2,1,1,1,1,4,1
2019-03-18 00:01:00,00,01,00,00:01:00,2019-03-18,0,26.100000381469727,21.0,0.0,898,0,35186,35586,5.1430613692065625,H1,BS2,1,1,1,1,4,1
2019-03-18 00:01:10,00,01,10,00:01:10,2019-03-18,0,26.100000381469727,21.0,0.0,876,0,35186,35587,5.1430613692065625,H1,BS2,1,1,1,1,4,1
2019-03-18 00:01:20,00,01,20,00:01:20,2019-03-18,0,26.100000381469727,21.0,0.0,879,0,35186,35587,5.1430613692065625,H1,BS2,1,1,1,1,4,1
2019-03-18 00:01:30,00,01,30,00:01:30,2019-03-18,0,26.100000381469727,21.0,0.0,892,0,35186,35588,5.1430613692065625,H1,BS2,1,1,1,1,4,1
2019-03-18 00:01:40,00,01,40,00:01:40,2019-03-18,0,26.100000381469727,21.0,0.0,878,0,35186,35588,5.1430613692065625,H1,BS2,1,1,1,1,4,1
2019-03-18 00:01:50,00,01,50,00:01:50,2019-03-18,0,26.100000381469727,21.0,0.0,876,0,35186,35589,5.1430613692065625,H1,BS2,1,1,1,1,4,1
2019-03-18 00:02:00,00,02,00,00:02:00,2019-03-18,0,26.100000381469727,21.0,0.0,891,0,35186,35589,5.1430613692065625,H1,BS2,1,1,1,1,4,1
2019-03-18 00:02:10,00,02,10,00:02:10,2019-03-18,0,26.100000381469727,21.0,0.0,892,0,35186,35590,5.1430613692065625,H1,BS2,1,1,1,1,4,1
2019-03-18 00:02:20,00,02,20,00:02:20,2019-03-18,0,26.100000381469727,21.100000381469727,0.0,890,0,35186,35590,5.167552231056224,H1,BS2,1,1,1,1,4,1
2019-03-18 00:02:30,00,02,30,00:02:30,2019-03-18,0,26.100000381469727,21.100000381469727,0.0,893,0,35186,35591,5.167552231056224,H1,BS2,1,1,1,1,4,1
2019-03-18 00:02:40,00,02,40,00:02:40,2019-03-18,0,26.0,21.0,0.0,883,0,35186,35591,5.1144039357667745,H1,BS2,1,1,1,1,4,1
2019-03-18 00:02:50,00,02,50,00:02:50,2019-03-18,0,26.100000381469727,21.100000381469727,0.0,881,0,35186,35592,5.167552231056224,H1,BS2,1,1,1,1,4,1
2019-03-18 00:03:00,00,03,00,00:03:00,2019-03-18,0,26.0,21.0,0.0,906,0,35186,35592,5.1144039357667745,H1,BS2,1,1,1,1,4,1
2019-03-18 00:03:10,00,03,10,00:03:10,2019-03-18,0,,,0.0,883,0,35186,35593,,H1,BS2,1,1,1,1,4,1
2019-03-18 00:03:20,00,03,20,00:03:20,2019-03-18,0,26.0,21.0,0.0,882,0,35186,35593,5.1144039357667745,H1,BS2,1,1,1,1,4,1
2019-03-18 00:03:30,00,03,30,00:03:30,2019-03-18,0,26.0,21.0,0.0,873,0,35186,35594,5.1144039357667745,H1,BS2,1,1,1,1,4,1
2019-03-18 00:03:40,00,03,40,00:03:40,2019-03-18,0,26.0,21.0,0.0,888,0,35186,35594,5.1144039357667745,H1,BS2,1,1,1,1,4,1
2019-03-18 00:03:50,00,03,50,00:03:50,2019-03-18,0,26.0,21.0,0.0,899,0,35186,35595,5.1144039357667745,H1,BS2,1,1,1,1,4,1
2019-03-18 00:04:00,00,04,00,00:04:00,2019-03-18,0,26.0,21.0,0.0,881,0,35186,35595,5.1144039357667745,H1,BS2,1,1,1,1,4,1
2019-03-18 00:04:10,00,04,10,00:04:10,2019-03-18,0,26.0,21.0,0.0,863,0,35186,35596,5.1144039357667745,H1,BS2,1,1,1,1,4,1
2019-03-18 00:04:20,00,04,20,00:04:20,2019-03-18,0,26.0,21.0,0.0,881,0,35186,35596,5.1144039357667745,H1,BS2,1,1,1,1,4,1
2019-03-18 00:04:30,00,04,30,00:04:30,2019-03-18,0,26.0,21.0,0.0,876,0,35186,35597,5.1144039357667745,H1,BS2,1,1,1,1,4,1
