,hour,minute,second,time-hr-min-sec,date,tvoc_ppb,temp_c,rh_percent,light_lux,co2eq_ppm,dist_mm,co2eq_base,tvoc_base,abs_humid,home,sensor,Will,Maggie,Kurt,Sade,number,occupied
2019-03-29 00:00:00,00,00,00,00:00:00,2019-03-29,,,,,,,,,,H1,BS2,1,1,1,1,4,1
2019-03-29 00:00:10,00,00,10,00:00:10,2019-03-29,,,,,,,,,,H1,BS2,1,1,1,1,4,1
2019-03-29 00:00:20,00,00,20,00:00:20,2019-03-29,,,,,,,,,,H1,BS2,1,1,1,1,4,1
2019-03-29 00:00:30,00,00,30,00:00:30,2019-03-29,,,,,,,,,,H1,BS2,1,1,1,1,4,1
2019-03-29 00:00:40,00,00,40,00:00:40,2019-03-29,,,,,,,,,,H1,BS2,1,1,1,1,4,1
2019-03-29 00:00:50,00,00,50,00:00:50,2019-03-29,,,,,,,,,,H1,BS2,1,1,1,1,4,1
2019-03-29 00:01:00,00,01,00,00:01:00,2019-03-29,,,,,,,,,,H1,BS2,1,1,1,1,4,1
2019-03-29 00:01:10,00,01,10,00:01:10,2019-03-29,,,,,,,,,,H1,BS2,1,1,1,1,4,1
2019-03-29 00:01:20,00,01,20,00:01:20,2019-03-29,,,,,,,,,,H1,BS2,1,1,1,1,4,1
2019-03-29 00:01:30,00,01,30,00:01:30,2019-03-29,,,,,,,,,,H1,BS2,1,1,1,1,4,1
2019-03-29 00:01:40,00,01,40,00:01:40,2019-03-29,,,,,,,,,,H1,BS2,1,1,1,1,4,1
2019-03-29 00:01:50,00,01,50,00:01:50,2019-03-29,,,,,,,,,,H1,BS2,1,1,1,1,4,1
2019-03-29 00:02:00,00,02,00,00:02:00,2019-03-29,,,,,,,,,,H1,BS2,1,1,1,1,4,1
2019-03-29 00:02:10,00,02,10,00:02:10,2019-03-29,,,,,,,,,,H1,BS2,1,1,1,1,4,1
2019-03-29 00:02:20,00,02,20,00:02:20,2019-03-29,,,,,,,,,,H1,BS2,1,1,1,1,4,1
2019-03-29 00:02:30,00,02,30,00:02:30,2019-03-29,,,,,,,,,,H1,BS2,1,1,1,1,4,1
2019-03-29 00:02:40,00,02,40,00:02:40,2019-03-29,,,,,,,,,,H1,BS2,1,1,1,1,4,1
2019-03-29 00:02:50,00,02,50,00:02:50,2019-03-29,,,,,,,,,,H1,BS2,1,1,1,1,4,1
2019-03-29 00:03:00,00,03,00,00:03:00,2019-03-29,,,,,,,,,,H1,BS2,1,1,1,1,4,1
2019-03-29 00:03:10,00,03,10,00:03:10,2019-03-29,,,,,,,,,,H1,BS2,1,1,1,1,4,1
2019-03-29 00:03:20,00,03,20,00:03:20,2019-03-29,,,,,,,,,,H1,BS2,1,1,1,1,4,1
2019-03-29 00:03:30,00,03,30,00:03:30,2019-03-29,,,,,,,,,,H1,BS2,1,1,1,1,4,1
2019-03-29 00:03:40,00,03,40,00:03:40,2019-03-29,,,,,,,,,,H1,BS2,1,1,1,1,4,1
2019-03-29 00:03:50,00,03,50,00:03:50,2019-03-29,,,,,,,,,,H1,BS2,1,1,1,1,4,1
2019-03-29 00:04:00,00,04,00,00:04:00,2019-03-29,,,,,,,,,,H1,BS2,1,1,1,1,4,1
2019-03-29 00:04:10,00,04,10,00:04:10,2019-03-29,,,,,,,,,,H1,BS2,1,1,1,1,4,1
2019-03-29 00:04:20,00,04,20,00:04:20,2019-03-29,,,,,,,,,,H1,BS2,1,1,1,1,4,1
2019-03-29 00:04:30,00,04,30,00:04:30,2019-03-29,,,,,,,,,,H1,BS2,1,1,1,1,4,1
2019-03-29 00:04:40,00,04,40,00:04:40,2019-03-29,,,,,,,,,,H1,BS2,1,1,1,1,4,1
2019-03-29 00:04:50,00,04,50,00:04:50,2019-03-29,,,,,,,,,,H1,BS2,1,1,1,1,4,1
2019-03-29 00:05:00,00,05,00,00:05:00,2019-03-29,115,27.0,24.200000762939453,125.0,1422,2152,35186,35501,6.23123939574887,H1,BS2,1,1,1,1,4,1
2019-03-29 00:05:10,00,05,10,00:05:10,2019-03-29,105,27.0,24.299999237060547,119.0,1437,104,35186,35501,6.256987925162653,H1,BS2,1,1,1,1,4,1
2019-03-29 00:05:20,00,05,20,00:05:20,2019-03-29,110,27.0,24.299999237060547,125.0,1459,104,35186,35501,6.256987925162653,H1,BS2,1,1,1,1,4,1
2019-03-29 00:05:30,00,05,30,00:05:30,2019-03-29,119,27.0,24.299999237060547,125.0,1486,157,35186,35501,6.256987925162653,H1,BS2,1,1,1,1,4,1
2019-03-29 00:05:40,00,05,40,00:05:40,2019-03-29,118,26.899999618530273,24.299999237060547,125.0,1507,50,35186,35501,6.222362223806906,H1,BS2,1,1,1,1,4,1
2019-03-29 00:05:50,00,05,50,00:05:50,2019-03-29,132,26.899999618530273,24.299999237060547,125.0,1639,23,35186,35501,6.222362223806906,H1,BS2,1,1,1,1,4,1
2019-03-29 00:06:00,00,06,00,00:06:00,2019-03-29,136,26.899999618530273,24.399999618530273,125.0,1550,0,35186,35501,6.247968751196196,H1,BS2,1,1,1,1,4,1
2019-03-29 00:06:10,00,06,10,00:06:10,2019-03-29,136,,,125.0,1555,103,35186,35501,,H1,BS2,1,1,1,1,4,1
2019-03-29 00:06:20,00,06,20,00:06:20,2019-03-29,128,,,125.0,1532,0,35186,35501,,H1,BS2,1,1,1,1,4,1
2019-03-29 00:06:30,00,06,30,00:06:30,2019-03-29,128,26.899999618530273,24.299999237060547,125.0,1543,155,35186,35501,6.222362223806906,H1,BS2,1,1,1,1,4,1
2019-03-29 00:06:40,00,06,40,00:06:40,2019-03-29,129,26.899999618530273,24.399999618530273,125.0,1550,254,35186,35501,6.247968751196196,H1,BS2,1,1,1,1,4,1
2019-03-29 00:06:50,00,06,50,00:06:50,2019-03-29,142,26.899999618530273,24.399999618530273,125.0,1667,159,35186,35501,6.247968751196196,H1,BS2,1,1,1,1,4,1
2019-03-29 00:07:00,00,07,00,00:07:00,2019-03-29,142,26.899999618530273,24.5,125.0,1660,176,35186,35501,6.2735752785854855,H1,BS2,1,1,1,1,4,1
2019-03-29 00:07:10,00,07,10,00:07:10,2019-03-29,155,26.899999618530273,24.5,125.0,1807,0,35186,35501,6.2735752785854855,H1,BS2,1,1,1,1,4,1
2019-03-29 00:07:20,00,07,20,00:07:20,2019-03-29,143,26.899999618530273,24.5,125.0,1796,0,35186,35501,6.2735752785854855,H1,BS2,1,1,1,1,4,1
2019-03-29 00:07:30,00,07,30,00:07:30,2019-03-29,156,26.899999618530273,24.5,125.0,1816,82,35186,35501,6.2735752785854855,H1,BS2,1,1,1,1,4,1
2019-03-29 00:07:40,00,07,40,00:07:40,2019-03-29,160,26.899999618530273,24.600000381469727,200.0,1823,189,35186,35501,6.299181805974775,H1,BS2,1,1,1,1,4,1
2019-03-29 00:07:50,00,07,50,00:07:50,2019-03-29,157,26.899999618530273,24.5,203.0,1763,106,35186,35501,6.2735752785854855,H1,BS2,1,1,1,1,4,1
2019-03-29 00:08:00,00,08,00,00:08:00,2019-03-29,144,26.899999618530273,24.5,201.0,1750,37,35186,35501,6.2735752785854855,H1,BS2,1,1,1,1,4,1
2019-03-29 00:08:10,00,08,10,00:08:10,2019-03-29,150,26.899999618530273,24.5,201.0,1614,36,35186,35501,6.2735752785854855,H1,BS2,1,1,1,1,4,1
2019-03-29 00:08:20,00,08,20,00:08:20,2019-03-29,145,26.899999618530273,24.399999618530273,201.0,1586,95,35186,35501,6.247968751196196,H1,BS2,1,1,1,1,4,1
2019-03-29 00:08:30,00,08,30,00:08:30,2019-03-29,141,26.899999618530273,24.399999618530273,201.0,1532,0,35186,35501,6.247968751196196,H1,BS2,1,1,1,1,4,1
2019-03-29 00:08:40,00,08,40,00:08:40,2019-03-29,146,26.899999618530273,24.399999618530273,201.0,1555,3,35186,35501,6.247968751196196,H1,BS2,1,1,1,1,4,1
2019-03-29 00:08:50,00,08,50,00:08:50,2019-03-29,148,26.899999618530273,24.5,201.0,1664,1983,35186,35501,6.2735752785854855,H1,BS2,1,1,1,1,4,1
2019-03-29 00:09:00,00,09,00,00:09:00,2019-03-29,156,26.899999618530273,24.600000381469727,207.0,1770,1748,35186,35501,6.299181805974775,H1,BS2,1,1,1,1,4,1
2019-03-29 00:09:10,00,09,10,00:09:10,2019-03-29,159,26.799999237060547,24.5,207.0,1770,0,35186,35501,6.238831321841752,H1,BS2,1,1,1,1,4,1
2019-03-29 00:09:20,00,09,20,00:09:20,2019-03-29,157,26.799999237060547,24.600000381469727,207.0,1837,1713,35186,35501,6.2642960366217295,H1,BS2,1,1,1,1,4,1
2019-03-29 00:09:30,00,09,30,00:09:30,2019-03-29,171,26.799999237060547,24.600000381469727,207.0,1883,87,35186,35501,6.2642960366217295,H1,BS2,1,1,1,1,4,1
2019-03-29 00:09:40,00,09,40,00:09:40,2019-03-29,177,26.799999237060547,24.600000381469727,207.0,1876,119,35186,35501,6.2642960366217295,H1,BS2,1,1,1,1,4,1
2019-03-29 00:09:50,00,09,50,00:09:50,2019-03-29,174,26.799999237060547,24.600000381469727,207.0,1826,104,35186,35501,6.2642960366217295,H1,BS2,1,1,1,1,4,1
2019-03-29 00:10:00,00,10,00,00:10:00,2019-03-29,179,26.799999237060547,24.600000381469727,207.0,1837,21,35186,35501,6.2642960366217295,H1,BS2,1,1,1,1,4,1
2019-03-29 00:10:10,00,10,10,00:10:10,2019-03-29,174,26.799999237060547,24.600000381469727,207.0,1860,112,35186,35501,6.2642960366217295,H1,BS2,1,1,1,1,4,1
2019-03-29 00:10:20,00,10,20,00:10:20,2019-03-29,176,26.799999237060547,24.600000381469727,207.0,1837,59,35186,35501,6.2642960366217295,H1,BS2,1,1,1,1,4,1
2019-03-29 00:10:30,00,10,30,00:10:30,2019-03-29,176,26.799999237060547,24.600000381469727,205.0,1943,13,35186,35501,6.2642960366217295,H1,BS2,1,1,1,1,4,1
2019-03-29 00:10:40,00,10,40,00:10:40,2019-03-29,170,26.799999237060547,24.600000381469727,201.0,1786,155,35186,35501,6.2642960366217295,H1,BS2,1,1,1,1,4,1
2019-03-29 00:10:50,00,10,50,00:10:50,2019-03-29,165,26.799999237060547,24.600000381469727,201.0,1789,1636,35186,35501,6.2642960366217295,H1,BS2,1,1,1,1,4,1
2019-03-29 00:11:00,00,11,00,00:11:00,2019-03-29,161,26.799999237060547,24.600000381469727,201.0,1657,102,35186,35501,6.2642960366217295,H1,BS2,1,1,1,1,4,1
2019-03-29 00:11:10,00,11,10,00:11:10,2019-03-29,153,26.799999237060547,24.5,201.0,1750,63,35186,35501,6.238831321841752,H1,BS2,1,1,1,1,4,1
2019-03-29 00:11:20,00,11,20,00:11:20,2019-03-29,156,26.799999237060547,24.5,201.0,1685,61,35186,35501,6.238831321841752,H1,BS2,1,1,1,1,4,1
2019-03-29 00:11:30,00,11,30,00:11:30,2019-03-29,153,26.799999237060547,24.5,208.0,1678,0,35186,35501,6.238831321841752,H1,BS2,1,1,1,1,4,1
2019-03-29 00:11:40,00,11,40,00:11:40,2019-03-29,162,26.799999237060547,24.5,201.0,1761,0,35186,35501,6.238831321841752,H1,BS2,1,1,1,1,4,1
2019-03-29 00:11:50,00,11,50,00:11:50,2019-03-29,161,26.899999618530273,24.600000381469727,201.0,1736,0,35186,35501,6.299181805974775,H1,BS2,1,1,1,1,4,1
2019-03-29 00:12:00,00,12,00,00:12:00,2019-03-29,,,,,,,,,,H1,BS2,1,1,1,1,4,1
2019-03-29 00:12:10,00,12,10,00:12:10,2019-03-29,,,,,,,,,,H1,BS2,1,1,1,1,4,1
2019-03-29 00:12:20,00,12,20,00:12:20,2019-03-29,,,,,,,,,,H1,BS2,1,1,1,1,4,1
2019-03-29 00:12:30,00,12,30,00:12:30,2019-03-29,,,,,,,,,,H1,BS2,1,1,1,1,4,1
2019-03-29 00:12:40,00,12,40,00:12:40,2019-03-29,,,,,,,,,,H1,BS2,1,1,1,1,4,1
2019-03-29 00:12:50,00,12,50,00:12:50,2019-03-29,,,,,,,,,,H1,BS2,1,1,1,1,4,1
2019-03-29 00:13:00,00,13,00,00:13:00,2019-03-29,,,,,,,,,,H1,BS2,1,1,1,1,4,1
2019-03-29 00:13:10,00,13,10,00:13:10,2019-03-29,,,,,,,,,,H1,BS2,1,1,1,1,4,1
2019-03-29 00:13:20,00,13,20,00:13:20,2019-03-29,,,,,,,,,,H1,BS2,1,1,1,1,4,1
2019-03-29 00:13:30,00,13,30,00:13:30,2019-03-29,,,,,,,,,,H1,BS2,1,1,1,1,4,1
2019-03-29 00:13:40,00,13,40,00:13:40,2019-03-29,,,,,,,,,,H1,BS2,1,1,1,1,4,1
2019-03-29 00:13:50,00,13,50,00:13:50,2019-03-29,,,,,,,,,,H1,BS2,1,1,1,1,4,1
2019-03-29 00:14:00,00,14,00,00:14:00,2019-03-29,,,,,,,,,,H1,BS2,1,1,1,1,4,1
2019-03-29 00:14:10,00,14,10,00:14:10,2019-03-29,,,,,,,,,,H1,BS2,1,1,1,1,4,1
2019-03-29 00:14:20,00,14,20,00:14:20,2019-03-29,,,,,,,,,,H1,BS2,1,1,1,1,4,1
2019-03-29 00:14:30,00,14,30,00:14:30,2019-03-29,,,,,,,,,,H1,BS2,1,1,1,1,4,1
2019-03-29 00:14:40,00,14,40,00:14:40,2019-03-29,,,,,,,,,,H1,BS2,1,1,1,1,4,1
2019-03-29 00:14:50,00,14,50,00:14:50,2019-03-29,,,,,,,,,,H1,BS2,1,1,1,1,4,1
2019-03-29 00:15:00,00,15,00,00:15:00,2019-03-29,167,26.799999237060547,24.600000381469727,132.0,1701,129,35186,35501,6.2642960366217295,H1,BS2,1,1,1,1,4,1
2019-03-29 00:15:10,00,15,10,00:15:10,2019-03-29,162,26.799999237060547,24.600000381469727,125.0,1588,0,35186,35501,6.2642960366217295,H1,BS2,1,1,1,1,4,1
2019-03-29 00:15:20,00,15,20,00:15:20,2019-03-29,155,26.799999237060547,24.600000381469727,125.0,1618,35,35186,35501,6.2642960366217295,H1,BS2,1,1,1,1,4,1
2019-03-29 00:15:30,00,15,30,00:15:30,2019-03-29,152,26.899999618530273,24.600000381469727,125.0,1551,0,35186,35501,6.299181805974775,H1,BS2,1,1,1,1,4,1
2019-03-29 00:15:40,00,15,40,00:15:40,2019-03-29,157,26.799999237060547,24.600000381469727,130.0,1644,4,35186,35501,6.2642960366217295,H1,BS2,1,1,1,1,4,1
2019-03-29 00:15:50,00,15,50,00:15:50,2019-03-29,156,26.899999618530273,24.700000762939453,124.0,1637,1972,35186,35501,6.324788333364064,H1,BS2,1,1,1,1,4,1
2019-03-29 00:16:00,00,16,00,00:16:00,2019-03-29,153,26.899999618530273,24.700000762939453,124.0,1609,0,35186,35501,6.324788333364064,H1,BS2,1,1,1,1,4,1
2019-03-29 00:16:10,00,16,10,00:16:10,2019-03-29,153,26.899999618530273,24.600000381469727,130.0,1595,197,35186,35501,6.299181805974775,H1,BS2,1,1,1,1,4,1
