,hour,minute,second,time-hr-min-sec,date,tvoc_ppb,temp_c,rh_percent,light_lux,co2eq_ppm,dist_mm,co2eq_base,tvoc_base,abs_humid,home,sensor,Will,Maggie,Kurt,Sade,number,occupied
2019-03-26 00:00:00,00,00,00,00:00:00,2019-03-26,,,,,,,,,,H1,BS2,1,1,1,1,4,1
2019-03-26 00:00:10,00,00,10,00:00:10,2019-03-26,,,,,,,,,,H1,BS2,1,1,1,1,4,1
2019-03-26 00:00:20,00,00,20,00:00:20,2019-03-26,,,,,,,,,,H1,BS2,1,1,1,1,4,1
2019-03-26 00:00:30,00,00,30,00:00:30,2019-03-26,,,,,,,,,,H1,BS2,1,1,1,1,4,1
2019-03-26 00:00:40,00,00,40,00:00:40,2019-03-26,,,,,,,,,,H1,BS2,1,1,1,1,4,1
2019-03-26 00:00:50,00,00,50,00:00:50,2019-03-26,,,,,,,,,,H1,BS2,1,1,1,1,4,1
2019-03-26 00:01:00,00,01,00,00:01:00,2019-03-26,93,26.0,25.299999237060547,5.0,1211,41,35186,35501,6.161638841567564,H1,BS2,1,1,1,1,4,1
2019-03-26 00:01:10,00,01,10,00:01:10,2019-03-26,99,,,5.0,1230,0,35186,35501,,H1,BS2,1,1,1,1,4,1
2019-03-26 00:01:20,00,01,20,00:01:20,2019-03-26,96,26.0,25.299999237060547,5.0,1260,0,35186,35501,6.161638841567564,H1,BS2,1,1,1,1,4,1
2019-03-26 00:01:30,00,01,30,00:01:30,2019-03-26,100,26.0,25.299999237060547,11.0,1258,0,35186,35501,6.161638841567564,H1,BS2,1,1,1,1,4,1
2019-03-26 00:01:40,00,01,40,00:01:40,2019-03-26,101,,,11.0,1260,13,35186,35501,,H1,BS2,1,1,1,1,4,1
2019-03-26 00:01:50,00,01,50,00:01:50,2019-03-26,93,26.0,25.399999618530273,5.0,1221,0,35186,35501,6.185993238927895,H1,BS2,1,1,1,1,4,1
2019-03-26 00:02:00,00,02,00,00:02:00,2019-03-26,97,26.0,25.299999237060547,11.0,1216,47,35186,35501,6.161638841567564,H1,BS2,1,1,1,1,4,1
2019-03-26 00:02:10,00,02,10,00:02:10,2019-03-26,82,26.0,25.299999237060547,11.0,1217,0,35186,35501,6.161638841567564,H1,BS2,1,1,1,1,4,1
