,hour,minute,second,time-hr-min-sec,date,tvoc_ppb,temp_c,rh_percent,light_lux,co2eq_ppm,dist_mm,co2eq_base,tvoc_base,abs_humid,home,sensor,Will,Maggie,Kurt,Sade,number,occupied
2019-03-09 00:00:00,00,00,00,00:00:00,2019-03-09,,,,,,,,,,H1,BS3,0,1,1,1,3,1
2019-03-09 00:00:10,00,00,10,00:00:10,2019-03-09,,,,,,,,,,H1,BS3,0,1,1,1,3,1
2019-03-09 00:00:20,00,00,20,00:00:20,2019-03-09,,,,,,,,,,H1,BS3,0,1,1,1,3,1
2019-03-09 00:00:30,00,00,30,00:00:30,2019-03-09,,,,,,,,,,H1,BS3,0,1,1,1,3,1
2019-03-09 00:00:40,00,00,40,00:00:40,2019-03-09,,,,,,,,,,H1,BS3,0,1,1,1,3,1
2019-03-09 00:00:50,00,00,50,00:00:50,2019-03-09,,,,,,,,,,H1,BS3,0,1,1,1,3,1
2019-03-09 00:01:00,00,01,00,00:01:00,2019-03-09,,,,,,,,,,H1,BS3,0,1,1,1,3,1
2019-03-09 00:01:10,00,01,10,00:01:10,2019-03-09,,,,,,,,,,H1,BS3,0,1,1,1,3,1
2019-03-09 00:01:20,00,01,20,00:01:20,2019-03-09,,,,,,,,,,H1,BS3,0,1,1,1,3,1
2019-03-09 00:01:30,00,01,30,00:01:30,2019-03-09,,,,,,,,,,H1,BS3,0,1,1,1,3,1
2019-03-09 00:01:40,00,01,40,00:01:40,2019-03-09,,,,,,,,,,H1,BS3,0,1,1,1,3,1
2019-03-09 00:01:50,00,01,50,00:01:50,2019-03-09,,,,,,,,,,H1,BS3,0,1,1,1,3,1
2019-03-09 00:02:00,00,02,00,00:02:00,2019-03-09,,,,,,,,,,H1,BS3,0,1,1,1,3,1
2019-03-09 00:02:10,00,02,10,00:02:10,2019-03-09,,,,,,,,,,H1,BS3,0,1,1,1,3,1
2019-03-09 00:02:20,00,02,20,00:02:20,2019-03-09,,,,,,,,,,H1,BS3,0,1,1,1,3,1
2019-03-09 00:02:30,00,02,30,00:02:30,2019-03-09,,,,,,,,,,H1,BS3,0,1,1,1,3,1
2019-03-09 00:02:40,00,02,40,00:02:40,2019-03-09,,,,,,,,,,H1,BS3,0,1,1,1,3,1
2019-03-09 00:02:50,00,02,50,00:02:50,2019-03-09,,,,,,,,,,H1,BS3,0,1,1,1,3,1
2019-03-09 00:03:00,00,03,00,00:03:00,2019-03-09,,,,,,,,,,H1,BS3,0,1,1,1,3,1
2019-03-09 00:03:10,00,03,10,00:03:10,2019-03-09,,,,,,,,,,H1,BS3,0,1,1,1,3,1
2019-03-09 00:03:20,00,03,20,00:03:20,2019-03-09,,,,,,,,,,H1,BS3,0,1,1,1,3,1
2019-03-09 00:03:30,00,03,30,00:03:30,2019-03-09,,,,,,,,,,H1,BS3,0,1,1,1,3,1
2019-03-09 00:03:40,00,03,40,00:03:40,2019-03-09,,,,,,,,,,H1,BS3,0,1,1,1,3,1
2019-03-09 00:03:50,00,03,50,00:03:50,2019-03-09,,,,,,,,,,H1,BS3,0,1,1,1,3,1
2019-03-09 00:04:00,00,04,00,00:04:00,2019-03-09,,,,,,,,,,H1,BS3,0,1,1,1,3,1
2019-03-09 00:04:10,00,04,10,00:04:10,2019-03-09,,,,,,,,,,H1,BS3,0,1,1,1,3,1
2019-03-09 00:04:20,00,04,20,00:04:20,2019-03-09,,,,,,,,,,H1,BS3,0,1,1,1,3,1
2019-03-09 00:04:30,00,04,30,00:04:30,2019-03-09,,,,,,,,,,H1,BS3,0,1,1,1,3,1
2019-03-09 00:04:40,00,04,40,00:04:40,2019-03-09,,,,,,,,,,H1,BS3,0,1,1,1,3,1
2019-03-09 00:04:50,00,04,50,00:04:50,2019-03-09,,,,,,,,,,H1,BS3,0,1,1,1,3,1
2019-03-09 00:05:00,00,05,00,00:05:00,2019-03-09,428,23.799999237060547,25.0,0.0,1528,177,35184,35671,5.378416528953095,H1,BS3,0,1,1,1,3,1
2019-03-09 00:05:10,00,05,10,00:05:10,2019-03-09,427,23.799999237060547,25.0,0.0,1509,175,35184,35671,5.378416528953095,H1,BS3,0,1,1,1,3,1
2019-03-09 00:05:20,00,05,20,00:05:20,2019-03-09,425,,,0.0,1550,173,35184,35671,,H1,BS3,0,1,1,1,3,1
2019-03-09 00:05:30,00,05,30,00:05:30,2019-03-09,439,23.799999237060547,25.0,0.0,1514,558,35184,35671,5.378416528953095,H1,BS3,0,1,1,1,3,1
2019-03-09 00:05:40,00,05,40,00:05:40,2019-03-09,420,23.799999237060547,25.0,0.0,1480,173,35184,35671,5.378416528953095,H1,BS3,0,1,1,1,3,1
2019-03-09 00:05:50,00,05,50,00:05:50,2019-03-09,426,23.799999237060547,25.0,0.0,1527,181,35184,35671,5.378416528953095,H1,BS3,0,1,1,1,3,1
2019-03-09 00:06:00,00,06,00,00:06:00,2019-03-09,416,23.799999237060547,25.0,0.0,1466,555,35184,35671,5.378416528953095,H1,BS3,0,1,1,1,3,1
2019-03-09 00:06:10,00,06,10,00:06:10,2019-03-09,425,23.700000762939453,24.899999618530273,0.0,1547,561,35184,35671,5.326522888668349,H1,BS3,0,1,1,1,3,1
2019-03-09 00:06:20,00,06,20,00:06:20,2019-03-09,430,23.799999237060547,25.0,0.0,1525,174,35184,35671,5.378416528953095,H1,BS3,0,1,1,1,3,1
2019-03-09 00:06:30,00,06,30,00:06:30,2019-03-09,426,23.799999237060547,25.0,0.0,1508,172,35184,35671,5.378416528953095,H1,BS3,0,1,1,1,3,1
2019-03-09 00:06:40,00,06,40,00:06:40,2019-03-09,429,23.799999237060547,25.0,0.0,1534,178,35184,35671,5.378416528953095,H1,BS3,0,1,1,1,3,1
2019-03-09 00:06:50,00,06,50,00:06:50,2019-03-09,430,23.799999237060547,25.0,0.0,1537,178,35184,35671,5.378416528953095,H1,BS3,0,1,1,1,3,1
2019-03-09 00:07:00,00,07,00,00:07:00,2019-03-09,418,,,0.0,1498,557,35184,35671,,H1,BS3,0,1,1,1,3,1
2019-03-09 00:07:10,00,07,10,00:07:10,2019-03-09,430,23.799999237060547,25.0,0.0,1537,560,35184,35671,5.378416528953095,H1,BS3,0,1,1,1,3,1
2019-03-09 00:07:20,00,07,20,00:07:20,2019-03-09,417,23.799999237060547,25.0,0.0,1504,559,35184,35671,5.378416528953095,H1,BS3,0,1,1,1,3,1
2019-03-09 00:07:30,00,07,30,00:07:30,2019-03-09,423,23.799999237060547,25.0,0.0,1498,176,35184,35671,5.378416528953095,H1,BS3,0,1,1,1,3,1
2019-03-09 00:07:40,00,07,40,00:07:40,2019-03-09,414,23.799999237060547,25.0,0.0,1486,559,35184,35671,5.378416528953095,H1,BS3,0,1,1,1,3,1
2019-03-09 00:07:50,00,07,50,00:07:50,2019-03-09,412,,,0.0,1500,178,35184,35671,,H1,BS3,0,1,1,1,3,1
2019-03-09 00:08:00,00,08,00,00:08:00,2019-03-09,411,23.799999237060547,25.0,0.0,1482,176,35184,35671,5.378416528953095,H1,BS3,0,1,1,1,3,1
2019-03-09 00:08:10,00,08,10,00:08:10,2019-03-09,424,23.799999237060547,25.0,0.0,1491,559,35184,35671,5.378416528953095,H1,BS3,0,1,1,1,3,1
2019-03-09 00:08:20,00,08,20,00:08:20,2019-03-09,401,23.799999237060547,25.0,0.0,1436,171,35184,35671,5.378416528953095,H1,BS3,0,1,1,1,3,1
2019-03-09 00:08:30,00,08,30,00:08:30,2019-03-09,429,23.799999237060547,25.0,0.0,1495,556,35184,35671,5.378416528953095,H1,BS3,0,1,1,1,3,1
2019-03-09 00:08:40,00,08,40,00:08:40,2019-03-09,426,23.799999237060547,25.0,0.0,1514,178,35184,35671,5.378416528953095,H1,BS3,0,1,1,1,3,1
2019-03-09 00:08:50,00,08,50,00:08:50,2019-03-09,416,23.799999237060547,25.0,0.0,1509,175,35184,35671,5.378416528953095,H1,BS3,0,1,1,1,3,1
2019-03-09 00:09:00,00,09,00,00:09:00,2019-03-09,419,23.799999237060547,25.0,0.0,1502,561,35184,35671,5.378416528953095,H1,BS3,0,1,1,1,3,1
2019-03-09 00:09:10,00,09,10,00:09:10,2019-03-09,418,23.700000762939453,25.0,0.0,1533,557,35184,35671,5.347914628786196,H1,BS3,0,1,1,1,3,1
2019-03-09 00:09:20,00,09,20,00:09:20,2019-03-09,416,23.799999237060547,25.0,0.0,1516,174,35184,35671,5.378416528953095,H1,BS3,0,1,1,1,3,1
2019-03-09 00:09:30,00,09,30,00:09:30,2019-03-09,416,23.700000762939453,25.0,0.0,1528,176,35184,35671,5.347914628786196,H1,BS3,0,1,1,1,3,1
2019-03-09 00:09:40,00,09,40,00:09:40,2019-03-09,416,,,0.0,1450,559,35184,35671,,H1,BS3,0,1,1,1,3,1
2019-03-09 00:09:50,00,09,50,00:09:50,2019-03-09,426,23.700000762939453,25.0,0.0,1516,176,35184,35671,5.347914628786196,H1,BS3,0,1,1,1,3,1
2019-03-09 00:10:00,00,10,00,00:10:00,2019-03-09,404,23.700000762939453,25.0,0.0,1480,556,35184,35671,5.347914628786196,H1,BS3,0,1,1,1,3,1
2019-03-09 00:10:10,00,10,10,00:10:10,2019-03-09,406,23.700000762939453,25.0,0.0,1477,169,35184,35671,5.347914628786196,H1,BS3,0,1,1,1,3,1
2019-03-09 00:10:20,00,10,20,00:10:20,2019-03-09,379,23.700000762939453,25.0,0.0,1386,177,35184,35671,5.347914628786196,H1,BS3,0,1,1,1,3,1
2019-03-09 00:10:30,00,10,30,00:10:30,2019-03-09,400,23.700000762939453,25.0,0.0,1479,560,35184,35671,5.347914628786196,H1,BS3,0,1,1,1,3,1
2019-03-09 00:10:40,00,10,40,00:10:40,2019-03-09,405,23.700000762939453,25.0,0.0,1467,558,35184,35671,5.347914628786196,H1,BS3,0,1,1,1,3,1
2019-03-09 00:10:50,00,10,50,00:10:50,2019-03-09,400,23.700000762939453,25.0,0.0,1432,177,35184,35671,5.347914628786196,H1,BS3,0,1,1,1,3,1
2019-03-09 00:11:00,00,11,00,00:11:00,2019-03-09,389,,,0.0,1388,555,35184,35671,,H1,BS3,0,1,1,1,3,1
2019-03-09 00:11:10,00,11,10,00:11:10,2019-03-09,397,23.700000762939453,25.0,0.0,1489,174,35184,35671,5.347914628786196,H1,BS3,0,1,1,1,3,1
2019-03-09 00:11:20,00,11,20,00:11:20,2019-03-09,398,,,0.0,1438,187,35184,35671,,H1,BS3,0,1,1,1,3,1
